sample_id,Particle Diameter (µm),Volume Frequency Percent,Particle Diameter (µm),Cumulative Finer Volume Percent
T3SG1,0.4242600080033455,0,0.4122228825123773,0
T3SG1,0.44939899392129007,0.004009999999998737,0.4366486239045555,0
T3SG1,0.4760275584020523,0.019540000000006774,0.46252168146443734,0.004009999999998737
T3SG1,0.5042339645244234,0.05164999999999198,0.48992781406646874,0.02355000000000551
T3SG1,0.5341117052834085,0.10240999999999723,0.5189578621178732,0.07519999999999749
T3SG1,0.5657598134822446,0.17069000000000667,0.5497080486583991,0.17760999999999472
T3SG1,0.5992831899866757,0.2520300000000031,0.5822802983013474,0.3483000000000014
T3SG1,0.6347929514295152,0.3390999999999922,0.6167825750730453,0.6003300000000045
T3SG1,0.6724067985179998,0.4225400000000046,0.653329240270564,0.9394299999999967
T3SG1,0.7122494061647261,0.4925199999999963,0.6920414315238431,1.3619700000000012
T3SG1,0.7544528367352978,0.5405400000000005,0.7330474643186544,1.8544899999999975
T3SG1,0.7991569777824372,0.5612900000000032,0.7764832573113003,2.395029999999998
T3SG1,0.8465100057174706,0.5542399999999947,0.8224927828447904,2.956320000000001
T3SG1,0.8966688769560786,0.5243100000000056,0.871228544159779,3.510559999999996
T3SG1,0.9497998481662624,0.4814499999999944,0.9228520808820317,4.0348700000000015
T3SG1,1.006079027342937,0.43901000000000634,0.9775345044619053,4.516319999999996
T3SG1,1.0656929575357494,0.41090000000000293,1.035457065340608,4.955330000000002
T3SG1,1.1288392351649452,0.4084399999999988,1.096811753723183,5.366230000000005
T3SG1,1.1957271649747494,0.4369699999999921,1.1618019359495164,5.774670000000004
T3SG1,1.266578453795182,0.4937200000000086,1.230643028572711,6.211639999999996
T3SG1,1.3416279454118374,0.5679099999999937,1.3035632123791052,6.705360000000004
T3SG1,1.4211243989794413,0.6435100000000027,1.3808041887166405,7.273269999999998
T3SG1,1.505331313559309,0.7043299999999975,1.462621980638506,7.916780000000001
T3SG1,1.5945278015137192,0.7399999999999962,1.5492877815175217,8.621109999999998
T3SG1,1.6890095136521597,0.7504700000000031,1.641088853944092,9.361109999999995
T3SG1,1.7890896191959311,0.7464699999999991,1.7383294818872077,10.111579999999998
T3SG1,1.8950998438093074,0.7449900000000009,1.8413319792745309,10.858049999999997
T3SG1,2.007391569137907,0.7613599999999998,1.950437758334618,11.603039999999998
T3SG1,2.126336997498811,0.801850000000004,2.066008461242384,12.364399999999998
T3SG1,2.2523303855829075,0.8610000000000007,2.1884271588187936,13.166250000000002
T3SG1,2.385789351258694,0.9253700000000031,2.3180996202579585,14.027250000000002
T3SG1,2.527156257809079,0.9815699999999983,2.4554556580903,14.952620000000005
T3SG1,2.6768996801893645,1.0228999999999933,2.600950552839803,15.934190000000005
T3SG1,2.835515958166477,1.0501500000000052,2.7550665620974897,16.957089999999997
T3SG1,3.0035308414874904,1.068199999999997,2.9183145190131516,18.007240000000003
T3SG1,3.181501232530502,1.0826400000000014,3.09123552550365,19.07544
T3SG1,3.37001703221407,1.0992000000000002,3.274402745790115,20.15808
T3SG1,3.5697030952836655,1.1222599999999971,3.468423306208923,21.25728
T3SG1,3.78122130145612,1.1504999999999987,3.67394030759353,22.37954
T3SG1,4.005272749287112,1.174620000000004,3.89163495689744,23.530039999999996
T3SG1,4.242600080033455,1.1839500000000003,4.122228825123773,24.70466
T3SG1,4.493989939212901,1.1751700000000032,4.366486239045554,25.88861
T3SG1,4.7602755840205235,1.1522900000000003,4.625216814644375,27.063780000000005
T3SG1,5.042339645244233,1.1203499999999922,4.899278140664687,28.216070000000006
T3SG1,5.3411170528340834,1.082749999999999,5.18957862117873,29.336419999999997
T3SG1,5.657598134822446,1.0422000000000042,5.49708048658399,30.419169999999994
T3SG1,5.992831899866758,1.0018300000000036,5.822802983013474,31.46137
T3SG1,6.347929514295153,0.9649699999999983,6.167825750730454,32.4632
T3SG1,6.724067985179997,0.9324200000000005,6.533292402705641,33.42817
T3SG1,7.122494061647259,0.9026499999999937,6.920414315238428,34.36059
T3SG1,7.544528367352981,0.8739300000000005,7.330474643186545,35.263239999999996
T3SG1,7.991569777824374,0.8472099999999982,7.764832573113007,36.13717
T3SG1,8.465100057174705,0.8285400000000109,8.224927828447903,36.984379999999994
T3SG1,8.966688769560786,0.8277899999999949,8.71228544159779,37.812920000000005
T3SG1,9.497998481662622,0.852520000000001,9.228520808820319,38.64071
T3SG1,10.060790273429369,0.9017500000000012,9.775345044619048,39.493230000000004
T3SG1,10.656929575357497,0.9645299999999968,10.354570653406086,40.394980000000004
T3SG1,11.28839235164945,1.023660000000004,10.968117537231828,41.35951
T3SG1,11.957271649747495,1.0622999999999938,11.618019359495165,42.38317000000001
T3SG1,12.665784537951817,1.0706100000000052,12.30643028572711,43.44547
T3SG1,13.416279454118373,1.0483400000000032,13.035632123791045,44.51608
T3SG1,14.211243989794415,1.0032099999999988,13.80804188716641,45.564420000000005
T3SG1,15.053313135593088,0.94746,14.626219806385059,46.56763
T3SG1,15.94527801513719,0.8942999999999923,15.492877815175214,47.51509
T3SG1,16.89009513652159,0.8544500000000066,16.41088853944092,48.409389999999995
T3SG1,17.89089619195931,0.8332999999999979,17.383294818872066,49.26384
