sample_id,Particle Diameter (µm),Volume Frequency Percent,Particle Diameter (µm),Cumulative Finer Volume Percent
T1SG2,0.4760275584020523,0,0.46252168146443734,0
T1SG2,0.5042339645244234,0.009289999999995135,0.48992781406646874,0
T1SG2,0.5341117052834085,0.03428000000000875,0.5189578621178732,0.009289999999995135
T1SG2,0.5657598134822446,0.07764999999999578,0.5497080486583991,0.04357000000000388
T1SG2,0.5992831899866757,0.13777999999999846,0.5822802983013474,0.12121999999999966
T1SG2,0.6347929514295152,0.20871000000000084,0.6167825750730453,0.2589999999999981
T1SG2,0.6724067985179998,0.2810700000000055,0.653329240270564,0.46770999999999896
T1SG2,0.7122494061647261,0.34364999999999535,0.6920414315238431,0.7487800000000044
T1SG2,0.7544528367352978,0.3860100000000033,0.7330474643186544,1.0924299999999998
T1SG2,0.7991569777824372,0.4010300000000022,0.7764832573113003,1.478440000000003
T1SG2,0.8465100057174706,0.3872899999999957,0.8224927828447904,1.8794700000000053
T1SG2,0.8966688769560786,0.3500300000000012,0.871228544159779,2.266760000000001
T1SG2,0.9497998481662624,0.30063000000000173,0.9228520808820317,2.616790000000002
T1SG2,1.006079027342937,0.25401999999999925,0.9775345044619053,2.917420000000004
T1SG2,1.0656929575357494,0.22497999999999685,1.035457065340608,3.171440000000003
T1SG2,1.1288392351649452,0.22408000000000428,1.096811753723183,3.39642
T1SG2,1.1957271649747494,0.25393999999999695,1.1618019359495164,3.6205000000000043
T1SG2,1.266578453795182,0.30767999999999907,1.230643028572711,3.874440000000001
T1SG2,1.3416279454118374,0.3707000000000016,1.3035632123791052,4.18212
T1SG2,1.4211243989794413,0.4254800000000003,1.3808041887166405,4.552820000000002
T1SG2,1.505331313559309,0.4583800000000027,1.462621980638506,4.978300000000003
T1SG2,1.5945278015137192,0.46548999999999063,1.5492877815175217,5.436680000000004
T1SG2,1.6890095136521597,0.45448000000000155,1.641088853944092,5.9021699999999955
T1SG2,1.7890896191959311,0.44099000000000776,1.7383294818872077,6.356649999999997
T1SG2,1.8950998438093074,0.44039999999999635,1.8413319792745309,6.797640000000005
T1SG2,2.007391569137907,0.4599600000000037,1.950437758334618,7.238040000000002
T1SG2,2.126336997498811,0.4959099999999994,2.066008461242384,7.698000000000005
T1SG2,2.2523303855829075,0.5378999999999912,2.1884271588187936,8.193910000000004
T1SG2,2.385789351258694,0.5768400000000007,2.3180996202579585,8.731809999999996
T1SG2,2.527156257809079,0.6096900000000072,2.4554556580903,9.308649999999997
T1SG2,2.6768996801893645,0.6365499999999913,2.600950552839803,9.918340000000004
T1SG2,2.835515958166477,0.6546800000000075,2.7550665620974897,10.554889999999995
T1SG2,3.0035308414874904,0.6593399999999972,2.9183145190131516,11.209570000000003
T1SG2,3.181501232530502,0.6540400000000002,3.09123552550365,11.86891
T1SG2,3.37001703221407,0.6565900000000013,3.274402745790115,12.52295
T1SG2,3.5697030952836655,0.6842499999999974,3.468423306208923,13.179540000000001
T1SG2,3.78122130145612,0.7280000000000064,3.67394030759353,13.863789999999998
T1SG2,4.005272749287112,0.7525399999999904,3.89163495689744,14.591790000000005
T1SG2,4.242600080033455,0.7345000000000046,4.122228825123773,15.344329999999996
T1SG2,4.493989939212901,0.6918800000000003,4.366486239045554,16.07883
T1SG2,4.7602755840205235,0.659019999999999,4.625216814644375,16.77071
T1SG2,5.042339645244233,0.6442000000000059,4.899278140664687,17.42973
T1SG2,5.3411170528340834,0.6328699999999965,5.18957862117873,18.073930000000004
T1SG2,5.657598134822446,0.6193099999999951,5.49708048658399,18.7068
T1SG2,5.992831899866758,0.6129800000000074,5.822802983013474,19.326109999999996
T1SG2,6.347929514295153,0.6174899999999983,6.167825750730454,19.939090000000004
T1SG2,6.724067985179997,0.6207500000000032,6.533292402705641,20.556580000000004
T1SG2,7.122494061647259,0.6080599999999992,6.920414315238428,21.177330000000005
T1SG2,7.544528367352981,0.5709899999999934,7.330474643186545,21.785390000000003
T1SG2,7.991569777824374,0.5125900000000017,7.764832573113007,22.356379999999998
T1SG2,8.465100057174705,0.4536600000000002,8.224927828447903,22.86897
T1SG2,8.966688769560786,0.4260700000000006,8.71228544159779,23.32263
T1SG2,9.497998481662622,0.4507900000000009,9.228520808820319,23.7487
T1SG2,10.060790273429369,0.5216299999999952,9.775345044619048,24.19949
T1SG2,10.656929575357497,0.6103999999999998,10.354570653406086,24.721119999999996
T1SG2,11.28839235164945,0.6833599999999995,10.968117537231828,25.331519999999998
T1SG2,11.957271649747495,0.7195500000000021,11.618019359495165,26.014879999999994
T1SG2,12.665784537951817,0.7146100000000044,12.30643028572711,26.734429999999996
T1SG2,13.416279454118373,0.6733699999999954,13.035632123791045,27.449040000000004
T1SG2,14.211243989794415,0.6069900000000072,13.80804188716641,28.12241
T1SG2,15.053313135593088,0.5354199999999976,14.626219806385059,28.729400000000005
