sample_id,Particle Diameter (µm),Volume Frequency Percent,Particle Diameter (µm),Cumulative Finer Volume Percent
T3IS3,0.3781221301456121,0,0.36739403075935295,0
T3IS3,0.40052727492871126,0.0007199999999984996,0.3891634956897441,0
T3IS3,0.4242600080033455,0.008260000000004375,0.4122228825123773,0.0007199999999984996
T3IS3,0.44939899392129007,0.02746999999999611,0.4366486239045555,0.008980000000002875
T3IS3,0.4760275584020523,0.06165000000000198,0.46252168146443734,0.03644999999999898
T3IS3,0.5042339645244234,0.11202000000000156,0.48992781406646874,0.09810000000000096
T3IS3,0.5341117052834085,0.17764999999999587,0.5189578621178732,0.21012000000000253
T3IS3,0.5657598134822446,0.2553099999999975,0.5497080486583991,0.3877699999999984
T3IS3,0.5992831899866757,0.3396100000000013,0.5822802983013474,0.6430799999999959
T3IS3,0.6347929514295152,0.42344000000000825,0.6167825750730453,0.9826899999999972
T3IS3,0.6724067985179998,0.4989199999999916,0.653329240270564,1.4061300000000054
T3IS3,0.7122494061647261,0.5584400000000045,0.6920414315238431,1.905049999999997
T3IS3,0.7544528367352978,0.5961800000000017,0.7330474643186544,2.4634900000000015
T3IS3,0.7991569777824372,0.6093899999999985,0.7764832573113003,3.059670000000003
T3IS3,0.8465100057174706,0.5992899999999968,0.8224927828447904,3.6690600000000018
T3IS3,0.8966688769560786,0.5714699999999961,0.871228544159779,4.268349999999998
T3IS3,0.9497998481662624,0.5352300000000088,0.9228520808820317,4.839819999999994
T3IS3,1.006079027342937,0.5020799999999936,0.9775345044619053,5.375050000000003
T3IS3,1.0656929575357494,0.4834800000000028,1.035457065340608,5.8771299999999975
T3IS3,1.1288392351649452,0.48821999999999477,1.096811753723183,6.360609999999999
T3IS3,1.1957271649747494,0.5199000000000065,1.1618019359495164,6.848829999999994
T3IS3,1.266578453795182,0.575429999999999,1.230643028572711,7.368730000000001
T3IS3,1.3416279454118374,0.6452800000000036,1.3035632123791052,7.94416
T3IS3,1.4211243989794413,0.7158600000000015,1.3808041887166405,8.589440000000003
T3IS3,1.505331313559309,0.7737999999999912,1.462621980638506,9.305300000000006
T3IS3,1.5945278015137192,0.8107000000000086,1.5492877815175217,10.079099999999997
T3IS3,1.6890095136521597,0.826669999999996,1.641088853944092,10.889800000000005
T3IS3,1.7890896191959311,0.8304599999999995,1.7383294818872077,11.716470000000001
T3IS3,1.8950998438093074,0.8357799999999971,1.8413319792745309,12.54693
T3IS3,2.007391569137907,0.8546800000000077,1.950437758334618,13.382709999999998
T3IS3,2.126336997498811,0.8918699999999946,2.066008461242384,14.237390000000005
T3IS3,2.2523303855829075,0.9427700000000039,2.1884271588187936,15.12926
T3IS3,2.385789351258694,0.9971699999999917,2.3180996202579585,16.072030000000005
T3IS3,2.527156257809079,1.045790000000002,2.4554556580903,17.069199999999995
T3IS3,2.6768996801893645,1.0850099999999974,2.600950552839803,18.11499
T3IS3,2.835515958166477,1.1160500000000018,2.7550665620974897,19.199999999999996
T3IS3,3.0035308414874904,1.1408399999999985,2.9183145190131516,20.316049999999997
T3IS3,3.181501232530502,1.1592900000000017,3.09123552550365,21.456889999999994
T3IS3,3.37001703221407,1.171129999999998,3.274402745790115,22.616179999999996
T3IS3,3.5697030952836655,1.178250000000003,3.468423306208923,23.787309999999994
T3IS3,3.78122130145612,1.1827299999999985,3.67394030759353,24.965559999999996
T3IS3,4.005272749287112,1.1832600000000082,3.89163495689744,26.148289999999996
T3IS3,4.242600080033455,1.1765299999999979,4.122228825123773,27.331550000000004
T3IS3,4.493989939212901,1.1618499999999976,4.366486239045554,28.508080000000003
T3IS3,4.7602755840205235,1.1409499999999961,4.625216814644375,29.66993
T3IS3,5.042339645244233,1.1143100000000072,4.899278140664687,30.810879999999997
T3IS3,5.3411170528340834,1.081120000000002,5.18957862117873,31.925190000000004
T3IS3,5.657598134822446,1.0419999999999985,5.49708048658399,33.006310000000006
T3IS3,5.992831899866758,0.9997999999999951,5.822802983013474,34.04831
T3IS3,6.347929514295153,0.957830000000004,6.167825750730454,35.04811
T3IS3,6.724067985179997,0.9172699999999923,6.533292402705641,36.00594
T3IS3,7.122494061647259,0.8780600000000027,6.920414315238428,36.92321
T3IS3,7.544528367352981,0.8408300000000035,7.330474643186545,37.801269999999995
T3IS3,7.991569777824374,0.8084199999999986,7.764832573113007,38.6421
T3IS3,8.465100057174705,0.7873800000000042,8.224927828447903,39.45052
T3IS3,8.966688769560786,0.7862799999999948,8.71228544159779,40.2379
T3IS3,9.497998481662622,0.8100899999999966,9.228520808820319,41.02418
T3IS3,10.060790273429369,0.8558000000000066,9.775345044619048,41.83427
T3IS3,10.656929575357497,0.9119600000000005,10.354570653406086,42.690070000000006
T3IS3,11.28839235164945,0.9624199999999972,10.968117537231828,43.60203
T3IS3,11.957271649747495,0.9924299999999997,11.618019359495165,44.56445
T3IS3,12.665784537951817,0.9944100000000011,12.30643028572711,45.55688
T3IS3,13.416279454118373,0.9691499999999964,13.035632123791045,46.55129
T3IS3,14.211243989794415,0.9241500000000014,13.80804188716641,47.520439999999994
T3IS3,15.053313135593088,0.8706300000000056,14.626219806385059,48.44459
T3IS3,15.94527801513719,0.8209399999999978,15.492877815175214,49.315220000000004
T3IS3,16.89009513652159,0.7851400000000008,16.41088853944092,50.136160000000004
T3IS3,17.89089619195931,0.7679799999999959,17.383294818872066,50.9213
T3IS3,18.950998438093077,0.7681700000000014,18.413319792745316,51.68928
T3IS3,20.07391569137907,0.7811100000000015,19.504377583346177,52.457449999999994
T3IS3,21.26336997498811,0.8015500000000009,20.66008461242384,53.23856
T3IS3,22.523303855829067,0.8256600000000003,21.884271588187936,54.04011
T3IS3,23.85789351258694,0.851869999999999,23.180996202579568,54.865770000000005
T3IS3,25.271562578090798,0.8797499999999958,24.554556580903018,55.71764
T3IS3,26.76899680189364,0.9090100000000045,26.009505528398027,56.59738999999999
T3IS3,28.355159581664765,0.9392599999999973,27.550665620974893,57.5064
T3IS3,30.035308414874894,0.9703400000000029,29.183145190131516,58.44566
T3IS3,31.815012325305016,1.0027699999999973,30.912355255036484,59.416000000000004
T3IS3,33.70017032214071,1.0372700000000012,32.74402745790117,60.41877
T3IS3,35.69703095283665,1.0739999999999972,34.684233062089234,61.45604
T3IS3,37.8122130145612,1.1120800000000042,36.7394030759353,62.53004
T3IS3,40.05272749287111,1.1495900000000003,38.916349568974404,63.642120000000006
T3IS3,42.42600080033454,1.1841699999999955,41.22228825123771,64.79171000000001
T3IS3,44.93989939212902,1.2141200000000019,43.66486239045556,65.97588
T3IS3,47.60275584020524,1.2390200000000018,46.25216814644375,67.19
T3IS3,50.42339645244233,1.2599099999999974,48.99278140664688,68.42902
T3IS3,53.41117052834082,1.2786600000000037,51.8957862117873,69.68893
